timestamp,x,y,z
2025-01-25 21:27:31.575374800,-117.131,220.188,189.943
2025-01-25 21:27:31.578395200,-117.011,220.211,189.944
2025-01-25 21:27:31.581551200,-116.892,220.234,189.944
2025-01-25 21:27:31.584410400,-116.773,220.257,189.944
2025-01-25 21:27:31.587516700,-116.653,220.28,189.945
2025-01-25 21:27:31.590406700,-116.534,220.303,189.945
2025-01-25 21:27:31.593374500,-116.414,220.326,189.945
2025-01-25 21:27:31.596520800,-116.295,220.349,189.946
2025-01-25 21:27:31.599455200,-116.175,220.372,189.946
2025-01-25 21:27:31.602490700,-116.056,220.395,189.946
2025-01-25 21:27:31.605518600,-115.936,220.418,189.946
2025-01-25 21:27:31.608521800,-115.816,220.441,189.947
2025-01-25 21:27:31.611420900,-115.697,220.464,189.947
2025-01-25 21:27:31.614558300,-115.577,220.488,189.947
2025-01-25 21:27:31.617457800,-115.458,220.511,189.948
2025-01-25 21:27:31.620471000,-115.338,220.534,189.948
2025-01-25 21:27:31.623407700,-115.218,220.557,189.948
2025-01-25 21:27:31.626356000,-115.099,220.58,189.948
2025-01-25 21:27:31.629439200,-114.979,220.603,189.949
2025-01-25 21:27:31.632481000,-114.859,220.626,189.949
2025-01-25 21:27:31.635478700,-114.739,220.65,189.949
2025-01-25 21:27:31.638459300,-114.62,220.673,189.95
2025-01-25 21:27:31.641348500,-114.5,220.696,189.95
2025-01-25 21:27:31.644334200,-114.38,220.719,189.95
2025-01-25 21:27:31.647474000,-114.26,220.742,189.95
2025-01-25 21:27:31.650419800,-114.14,220.765,189.951
2025-01-25 21:27:31.653362900,-114.02,220.789,189.951
2025-01-25 21:27:31.656349200,-113.9,220.812,189.951
2025-01-25 21:27:31.659339800,-113.781,220.835,189.951
2025-01-25 21:27:31.662399900,-113.661,220.858,189.952
2025-01-25 21:27:31.665492600,-113.541,220.881,189.952
2025-01-25 21:27:31.668344300,-113.421,220.905,189.952
2025-01-25 21:27:31.671384500,-113.301,220.928,189.952
2025-01-25 21:27:31.674354600,-113.181,220.951,189.952
2025-01-25 21:27:31.677329300,-113.061,220.974,189.953
2025-01-25 21:27:31.680510200,-112.941,220.998,189.953
2025-01-25 21:27:31.683572500,-112.821,221.021,189.953
2025-01-25 21:27:31.686417700,-112.7,221.044,189.953
2025-01-25 21:27:31.689369900,-112.58,221.067,189.953
