x,y,R_c,V_target
0.561952,0.0301217,189.71598239294863,0.0
1.0877,0.00493987,436967.731952524,0.0485365562814917
1.61346,-0.0202419,544969.6083612429,3.153983480276451
2.13921,-0.0454237,2773647.9618768296,4.511249689259455
2.66496,-0.0706056,2773647.9619613523,5.57666425705792
3.19071,-0.0957874,408520.3340413123,6.350818096907783
3.71647,-0.120969,41.64485446128295,7.124295261434815
4.84669,-0.197693,2.9407468922200388e+16,7.800467948591914
5.97691,-0.274417,8.822240676660128e+16,9.150850258834629
7.10713,-0.351141,1286237.3866744633,10.209795202667523
8.23735,-0.427866,766151.9941273222,11.26668916006296
9.36758,-0.50459,1894779.0701789705,11.26668916006296
10.4978,-0.581314,32.39256064764984,11.26668916006296
11.0456,-0.604242,71865.65647609293,11.26668916006296
11.5933,-0.62717,71865.6564746034,11.26668916006296
12.1411,-0.650098,300873.75942843675,11.26668916006296
12.6889,-0.673027,94420.71859956012,11.26668916006296
13.2366,-0.695955,71865.65647653215,11.719225557265222
13.7844,-0.718883,14.509087298117487,11.119198331876866
14.3591,-0.720681,14.509087298117487,11.102666602434129
14.9338,-0.72248,330284.9419073647,11.102666602434129
15.5085,-0.724278,330284.94190650864,11.150668690257834
16.0832,-0.726077,330284.94191975595,11.630455151476394
16.6579,-0.727875,330284.941968455,12.013938435190694
17.2326,-0.729674,39.78231523251039,12.49284386075901
17.9803,-0.719586,237993.69901209255,12.971232690731384
18.7279,-0.709497,237993.6989996151,13.449085652393803
19.4756,-0.699409,414389.2952139132,14.02177485448017
20.2232,-0.689321,414389.2951113744,14.498381503892055
20.9709,-0.679233,237993.6989837973,14.97439121826146
21.7185,-0.669144,27.42183155444615,15.44978511439792
22.1187,-0.67212,45.38002724826726,15.924544409483545
22.933,-0.689076,612959.7316577891,16.11426625146385
23.7472,-0.706031,612959.7316972491,16.588105747047315
24.5615,-0.722987,318590.13462498534,16.588105747047315
25.3757,-0.739943,215236.83620095355,16.588105747047315
26.19,-0.756898,56.94257208333737,16.588105747047315
27.0435,-0.762166,237.9364465533965,16.588105747047315
27.899,-0.770519,731984.8989012075,16.588105747047315
28.7545,-0.778871,1.3235261692479204e+16,16.588105747047315
29.61,-0.787223,104.02762801329956,16.588105747047315
30.8815,-0.81264,104.03952122252753,16.588105747047315
31.737,-0.820993,68.07180904064072,16.588105747047315
32.6351,-0.841335,3626859378449897.5,16.500383277266547
33.5332,-0.861677,807204.4155546682,15.736279440572266
34.4313,-0.88202,807204.4155360713,14.82278624466456
35.3294,-0.902362,7300145488200630.0,13.912818167291476
36.2275,-0.922704,807204.4157151284,12.855340346559936
37.1256,-0.943047,14.906095231627573,11.801994296336275
37.8376,-0.920692,14.906095231627573,11.11111111111111
38.5495,-0.898337,161664.91290494695,11.11111111111111
39.2615,-0.875982,507693.8374082695,11.1591123856095
39.9735,-0.853626,507693.8374623746,11.1591123856095
40.6855,-0.831271,4337188571676336.0,11.174161027372724
41.3975,-0.808916,9.987856095766906,10.276123218375844
41.6368,-0.812808,13.965075816817432,9.211776451349415
42.0726,-0.830445,13.965075816817432,9.211776451349415
42.5084,-0.848082,1966026542474318.0,9.211776451349415
42.9442,-0.865719,47027.70706488178,9.259945086897204
43.3799,-0.883356,58.53029325339493,9.259945086897204
44.0122,-0.914738,7.892822324429041,9.259945086897204
44.436,-0.907372,7.892822324429041,8.18885941192967
45.0309,-0.906869,30.809341304595883,8.18885941192967
45.4547,-0.899503,30.80934130459575,6.186854504557298
46.0496,-0.899,7.657905963743565,5.151799171711847
46.3024,-0.88477,7.657905963743565,3.1418960914188
46.5552,-0.870539,1.161901018040576,3.1418960914188
47.0245,-0.997235,1.161901018040576,3.1418960914188
47.4938,-1.12393,7647.111956778294,3.1418960914188
47.963,-1.25063,6613.787084288712,3.190389846975997
48.4323,-1.37732,24475.343676123237,4.35381242362819
48.9016,-1.50402,124.25606875181018,4.35381242362819
49.1283,-1.56593,1.6852563105984697,4.35381242362819
49.5352,-1.77383,1.3863475109325856,3.4319685973043588
49.6995,-1.91694,1.3863475109325856,3.4319685973043588
49.8638,-2.06005,13093024149560.836,3.4319685973043588
50.0281,-2.20316,5.593764067748512,3.4804540849692724
50.3513,-2.45426,5.593764067748512,6.893810232345489
50.6745,-2.70535,17.758224190208495,6.893810232345489
50.9636,-2.92007,17.758224190208495,6.893810232345489
51.2527,-3.13479,17772131844724.844,6.893810232345489
51.5418,-3.34951,37546757418432.82,5.192228839250195
51.8309,-3.56423,5.519202170741585,4.011227661969956
51.9611,-3.67097,5.519202170741585,2.408526418528515
52.0913,-3.7777,0.6827918442502113,2.408526418528515
52.194,-3.91765,0.6827918442502113,2.408526418528515
52.2967,-4.0576,373.57257103355664,2.408526418528515
52.3993,-4.19755,373.5725710160159,2.4570378229381844
52.502,-4.3375,5092.947300304553,3.039095772797059
52.6047,-4.47744,348.0316808678315,3.039095772797059
52.7073,-4.61739,0.5794500007391268,3.039095772797059
52.7727,-4.85769,0.5794500007391268,2.218785074377332
52.8381,-5.09799,2.636001898518726,2.218785074377332
52.8993,-5.5817,2.636001898518726,2.218785074377332
52.9606,-6.0654,2.639892015589274,2.218785074377332
53.026,-6.3057,2.636014772901883,2.218785074377332
53.0872,-6.7894,7.968458712500148,2.218785074377332
53.1154,-7.19199,7.968458712500148,2.218785074377332
53.1435,-7.59458,2.170742497748998,2.218785074377332
53.1758,-7.75376,2.1748793741847794,2.218785074377332
53.204,-8.15635,2.175120912103917,2.218785074377332
53.2363,-8.31554,2.175120912103917,2.218785074377332
53.2685,-8.47472,0.7195310415429985,2.218785074377332
53.1673,-8.90932,0.7195310415429985,2.218785074377332
53.0662,-9.34392,2.590240342396541,2.218785074377332
53.0007,-9.52251,2.5949302482383487,2.218785074377332
52.8995,-9.95711,2.5949302482383487,2.218785074377332
52.7984,-10.3917,2.590726222925422,2.218785074377332
52.7329,-10.5703,7.402144944903268,2.218785074377332
52.5821,-11.0498,7.402144944903268,2.218785074377332
52.4312,-11.5293,2.212679017858808,2.218785074377332
52.3161,-11.7528,2.212679017858808,2.218785074377332
52.201,-11.9764,1381.1260706420424,2.218785074377332
52.0859,-12.1999,12765202668764.363,2.2673002855706117
51.9708,-12.4234,0.6861956738202531,2.2673002855706117
51.7072,-12.6299,0.6861956738202531,2.414522405109729
51.4435,-12.8364,7.067945761649906,2.414522405109729
51.055,-13.1063,17.30111395696671,2.414522405109729
50.5416,-13.4396,17.30111395696671,2.414522405109729
49.7657,-13.9292,12.000660528941964,2.414522405109729
49.2267,-14.3213,5.012949553576657,2.414522405109729
48.722,-14.6002,13.987364020794985,2.414522405109729
48.355,-14.7864,3.979172067240799,2.414522405109729
48.1256,-14.8798,3.979172067240799,2.414522405109729
47.8962,-14.9732,470.5674510143245,2.414522405109729
47.6669,-15.0667,470.5674510006059,2.4630336841331832
47.4375,-15.1601,0.5928919908311181,2.4630336841331832
47.2641,-15.1652,0.5928919908311181,2.244373042544661
47.0906,-15.1704,310.4651395848944,2.244373042544661
46.9172,-15.1755,10245.087302678376,2.2928877585779373
46.7437,-15.1806,301.42045009150473,2.8749904136894484
46.5702,-15.1858,310.4651395783268,3.4569218829788566
